Pharmanummer;Handelsname;Mengenangabe;Mengenart
3545800;LEVOCETIRIZIN GEN FTBL 5MG;10;ST
3545817;LEVOCETIRIZIN GEN FTBL 5MG;30;ST
3545852;PAROXETIN GEN FTBL 20MG;10;ST
3545869;PAROXETIN GEN FTBL 20MG;30;ST
3545875;PAROXETIN +PH FTBL 20MG;10;ST
3545881;PAROXETIN +PH FTBL 20MG;30;ST
3545912;CIMZIA IJLSG 200MG FSPR;2;ST
3546001;LERCANIDIPIN ACT FTBL 10MG;14;ST
3546018;LERCANIDIPIN ACT FTBL 10MG;30;ST
3546030;LERCANIDIPIN ACT FTBL 20MG;30;ST
3546159;BUSCAPINA AMP 20MG/1ML;5;ST
3546314;LANSOPRAZOL +PH MSR KPS 15;14;ST
3546320;LANSOPRAZOL +PH MSR KPS 15;30;ST
3546337;LANSOPRAZOL +PH MSR KPS 30;7;ST
3546343;LANSOPRAZOL +PH MSR KPS 30;14;ST
3546366;LANSOPRAZOL +PH MSR KPS 30;30;ST
3546372;LANSOPRAZOL GEN MSR KPS 15MG;14;ST
3546389;LANSOPRAZOL GEN MSR KPS 15MG;30;ST
3546395;LANSOPRAZOL GEN MSR KPS 30MG;7;ST
3546403;LANSOPRAZOL GEN MSR KPS 30MG;14;ST
3546426;LANSOPRAZOL GEN MSR KPS 30MG;30;ST
3546449;ENALAPRIL +PH/HCT TBL;30;ST
3546461;LEVOCETIRIZIN STAD FTBL 5MG;30;ST
3546478;LEVOCETIRIZIN STAD FTBL 5MG;10;ST
3546509;LEVOCETIRIZIN HEX FTBL 5MG;10;ST
3546515;LEVOCETIRIZIN HEX FTBL 5MG;30;ST
3546521;PANTOPRAZOL NYC MSR TBL 20MG;15;ST
3546538;PANTOPRAZOL NYC MSR TBL 20MG;30;ST
3546544;PANTOPRAZOL NYC MSR TBL 40MG;7;ST
3546550;PANTOPRAZOL NYC MSR TBL 40MG;15;ST
3546567;PANTOPRAZOL NYC MSR TBL 40MG;30;ST
3546691;PHYS KOCHS.FRE PLIFL  500ML;1;ST
3546722;AZITHROMYCIN GEN FTBL 500MG;3;ST
3546739;AZITHROMYCIN +PH FTBL 500MG;3;ST
3547147;MEDIKINET TBL  5MG;20;ST
3547176;MEDIKINET TBL 20MG;20;ST
3547437;VALACICLOVIR SAN FTBL  500MG;10;ST
3547443;VALACICLOVIR SAN FTBL  500MG;30;ST
3547466;VALACICLOVIR SAN FTBL  500MG;42;ST
3547472;VALACICLOVIR SAN FTBL 1000MG;21;ST
3547503;MEZAVANT MSR RETTBL 1200MG;60;ST
3547561;EFECTIN ER KPS  75MG;10;ST
3547578;EFECTIN ER KPS 150MG;10;ST
3547590;CLOGRELHEXAL FTBL 75MG;10;ST
3547609;CLOGRELHEXAL FTBL 75MG;30;ST
3547696;ENALACOMP GEN TBL;30;ST
3547704;GLUCOSE FRE  5% PLIFL  250ML;10;ST
3547727;PHYS KOCHS.FRE PLIFL  250ML;10;ST
3547762;PHYS KOCHS.FRE PLIFL  250ML;1;ST
3547785;RINGERLSG FRE PLIFL  250ML;10;ST
3547822;VALACICLOVIR ARC FTBL  500MG;10;ST
3547839;VALACICLOVIR ARC FTBL  500MG;30;ST
3547845;VALACICLOVIR ARC FTBL  500MG;42;ST
3547851;VALACICLOVIR ARC FTBL 1000MG;21;ST
3548069;GLICLAZID ARC ER TBL 30MG;30;ST
3548098;GLICLAZID ARC ER TBL 30MG;120;ST
3548106;BLOPRESS TBL PLUS  8/12,5MG;28;ST
3548112;BLOPRESS TBL PLUS 16/12,5MG;28;ST
3548129;BISOPROLOL SAN FTBL  5MG;20;ST
3548141;BISOPROLOL SAN FTBL 10MG;20;ST
3548164;EPORATIO FSPR  1.000IE 0,5ML;6;ST
3548170;EPORATIO FSPR  2.000IE 0,5ML;6;ST
3548187;EPORATIO FSPR  3.000IE 0,5ML;6;ST
3548193;EPORATIO FSPR  4.000IE 0,5ML;6;ST
3548201;EPORATIO FSPR  5.000IE 0,5ML;6;ST
3548230;EPORATIO FSPR 30.000IE 1ML;4;ST
3548307;VIROPEL FTBL  500MG;42;ST
3548313;VIROPEL FTBL  500MG;30;ST
3548336;VIROPEL FTBL  500MG;10;ST
3548359;VIROPEL FTBL 1000MG;21;ST
3548365;NPLATE PLV+LSM DFL 250MCG;4;ST
3548371;NPLATE PLV+LSM DFL 500MCG;4;ST
3548388;NPLATE PLV+LSM DFL 250MCG;1;ST
3548394;NPLATE PLV+LSM DFL 500MCG;1;ST
3548419;ARCOXIA FTBL  30MG;7;ST
3548425;ARCOXIA FTBL  30MG;28;ST
3548483;PREGNYL TRAMP 5000IE +LSM;1;ST
3548655;LOSARTAN/HCT ACT  50/12,5MG;30;ST
3548678;LOSARTAN/HCT ACT 100/25MG;30;ST
3549005;LOSARTAN MSD FTBL  50MG;14;ST
3549011;LOSARTAN MSD FTBL  50MG;28;ST
3549028;LOSARTAN MSD FTBL 100MG;14;ST
3549034;LOSARTAN MSD FTBL 100MG;28;ST
3549040;LOSARTAN/HCT MSD  50/12,5MG;14;ST
3549057;LOSARTAN/HCT MSD  50/12,5MG;28;ST
3549063;LOSARTAN/HCT MSD 100/25MG;14;ST
3549086;LOSARTAN/HCT MSD 100/25MG;28;ST
3549146;LOSARTAN/HCT SAN  50/12,5MG;30;ST
3549169;LOSARTAN/HCT SAN 100/25MG;30;ST
3549181;LOSARTAN/HCT 1A  50/12,5MG;30;ST
3549206;LOSARTAN/HCT 1A 100/25MG;30;ST
3549229;LOSARTAN/HCT HEX  50/12,5MG;30;ST
3549241;LOSARTAN/HCT HEX 100/25MG;30;ST
3549270;ALENDRONSRE RTP 70MG+KTBL;4;ST
3549287;ALENDRONSRE RTP 70MG+TBL;4;ST
3549293;TOPIRAMAT BLU FTBL  25MG;60;ST
3549301;TOPIRAMAT BLU FTBL  50MG;60;ST
3549318;TOPIRAMAT BLU FTBL 100MG;60;ST
3549347;ARANESP FSPR  20MCG 0,5ML+NS;4;ST
3549353;ARANESP FSPR  30MCG 0,3ML+NS;4;ST
3549376;ARANESP FSPR  40MCG 0,4ML+NS;4;ST
3549382;ARANESP FSPR  50MCG 0,5ML+NS;4;ST
3549399;ARANESP FSPR  60MCG 0,3ML+NS;4;ST
3549407;ARANESP FSPR  80MCG 0,4ML+NS;4;ST
3549413;ARANESP FSPR 100MCG 0,5ML+NS;4;ST
3549436;ARANESP FSPR 150MCG 0,3ML+NS;4;ST
3549442;ARANESP FSPR 300MCG 0,6ML+NS;1;ST
3549459;ARANESP FSPR 500MCG 1ML+NS;1;ST
3549614;OMEPRAZOL EASY KPS 20MG;14;ST
3549620;OMEPRAZOL EASY KPS 20MG;28;ST
3549637;OMEPRAZOL EASY KPS 40MG;14;ST
3549643;OMEPRAZOL EASY KPS 40MG;28;ST
3549695;LOSARTAN/HCT STAD  50/12,5MG;30;ST
3549850;METOPROLOLSU STAD RTBL47,5MG;10;ST
3549873;METOPROLOLSU STAD RTBL 95MG;10;ST
3549956;RAMIPRIL ACT TBL  5MG;10;ST
3549962;RAMIPRIL ACT TBL 10MG;10;ST
3549991;OMEPRAZOL STAD MSR KPS 10MG;30;ST
3721355;INCRELEX IJLSG 10MG/ML DFL;1;ST
3756000;OMEPRAZOL STAD MSR KPS 20MG;7;ST
3756017;OMEPRAZOL STAD MSR KPS 20MG;14;ST
3756023;OMEPRAZOL STAD MSR KPS 20MG;30;ST
3756046;OMEPRAZOL STAD MSR KPS 40MG;14;ST
3756052;OMEPRAZOL STAD MSR KPS 40MG;30;ST
3756135;LOSARTAN KRKA FTBL  25MG;30;ST
3756164;LOSARTAN KRKA FTBL  50MG;30;ST
3756193;LOSARTAN KRKA FTBL 100MG;30;ST
3756483;NEULASTA IJLSG 6MG FSPR +NS;1;ST
3756715;BISOPROLOL SAN FTBL  5MG;30;ST
3756738;BISOPROLOL SAN FTBL 10MG;30;ST
3756750;FAMCICLOVIR ACT FTBL 125MG;10;ST
3756767;FAMCICLOVIR ACT FTBL 500MG;14;ST
3756773;FAMCICLOVIR ACT FTBL 500MG;21;ST
3756810;MULTAQ FTBL 400MG;60;ST
3757034;FOSRENOL KTBL 1000MG;90;ST
3757040;CITALOPRAM G.L. FTBL 10MG;14;ST
3757057;CITALOPRAM G.L. FTBL 10MG;30;ST
3757063;CITALOPRAM G.L. FTBL 20MG;14;ST
3757086;CITALOPRAM G.L. FTBL 20MG;30;ST
3757092;CITALOPRAM G.L. FTBL 40MG;14;ST
3757100;CITALOPRAM G.L. FTBL 40MG;30;ST
3757117;CLOPIDOGREL ACT FTBL 75MG;10;ST
3757123;CLOPIDOGREL ACT FTBL 75MG;30;ST
3757525;FERMED 100MG/5ML AMP;5;ST
3757620;ADCIRCA FTBL 20MG;56;ST
3757672;LERCANIDIPIN SAN FTBL 10MG;30;ST
3757695;LERCANIDIPIN SAN FTBL 20MG;30;ST
3757732;VENLAFAXIN BLU RET HKPS  75;10;ST
3757749;VENLAFAXIN BLU RET HKPS 150;10;ST
3758074;SERETIDE DISKUS LEVIS;60;ST
3758080;SERETIDE DRUCKG.INHAL LEVIS;1;ST
3758097;CLOPIDOGREL GEN FTBL 75MG;20;ST
3758105;CLOPIDOGREL GEN FTBL 75MG;30;ST
3758134;LOSARTAN/HCT KRKA  50/12,5MG;30;ST
3758157;LOSARTAN/HCT KRKA 100/25MG;30;ST
3758246;LOSARTAN KRKA FTBL  12,5MG;28;ST
3758275;LERCANIDIPIN RTP FTBL 10MG;30;ST
3758281;LERCANIDIPIN RTP FTBL 20MG;30;ST
3758312;REPAGLINID RTP TBL 0,5MG;30;ST
3758329;REPAGLINID RTP TBL 0,5MG;90;ST
3758341;REPAGLINID RTP TBL 1MG;90;ST
3758358;REPAGLINID RTP TBL 2MG;90;ST
3758393;LOSARCOMP GEN FTBL  50/12,5;30;ST
3758401;LOSARCOMP GEN FTBL 100/25;30;ST
3758418;ANASTROZOL SAN FTBL 1MG;30;ST
3758447;METOPROLOLSU STAD RTBL47,5MG;30;ST
3758453;METOPROLOLSU STAD RTBL 95MG;30;ST
3758683;MEDIKINET TBL  5MG;30;ST
3758714;MEDIKINET TBL 20MG;30;ST
3759033;IBUPROFEN ACT FTBL 600MG;30;ST
3759139;PARKEMED SUS Z OR ANW.;125;ML
3759145;LOSARTAN G.L.FTBL  50MG;30;ST
3759151;LOSARTAN G.L.FTBL 100MG;30;ST
3759168;LOSARTAN/HCT G.L. 50/12,5MG;30;ST
3759174;LOSARTAN/HCT G.L.100/25MG;30;ST
3759240;OLMETEC PLUS FTBL 40/12,5MG;28;ST
3759257;OLMETEC PLUS FTBL 40/25MG;28;ST
3759286;QUTENZA KUTANES PFL 179MG;1;ST
3759582;PLAVIX FTBL  75MG;7;ST
3759688;NORDITROPIN FLEXPRO  5MG;1;ST
3759694;NORDITROPIN FLEXPRO 10MG;1;ST
3759702;NORDITROPIN FLEXPRO 15MG;1;ST
3759719;MENCORD PLUS FTBL 40/12,5MG;28;ST
3759725;MENCORD PLUS FTBL 40/25MG;28;ST
3759731;LERCANIDIPIN RTP FTBL 10MG;10;ST
3759748;REVOLADE FTBL 25MG;14;ST
3759754;REVOLADE FTBL 25MG;28;ST
3759760;REVOLADE FTBL 50MG;14;ST
3759777;REVOLADE FTBL 50MG;28;ST
3759895;GEROSIM G.L. FTBL 20MG;30;ST
3759903;GEROSIM G.L. FTBL 40MG;30;ST
3759955;EPORATIO FSPR 10.000IE 1ML;4;ST
3759961;EPORATIO FSPR 20.000IE 1ML;4;ST
3760237;STELARA IJLSG FSPR 45MG;1;ST
3760243;STELARA IJLSG FSPR 90MG;1;ST
3760272;FERMED 100MG/5ML AMP;1;ST
3760295;AZITHROMYCIN ARC PLV 200MG;15;ML
3760303;AZITHROMYCIN ARC PLV 200MG;30;ML
3760326;QUETIALAN FTBL  25MG;10;ST
3760378;LOSARTAN +PH FTBL  50MG;30;ST
3760409;ANASTROZOL ARC FTBL 1MG;30;ST
3760510;VEREGEN SLB 10%;15;G
3760527;NORVIR FTBL 100MG;30;ST
3761082;LERCANIDIPIN GEN FTBL 10MG;30;ST
3761099;LERCANIDIPIN GEN FTBL 20MG;30;ST
3761107;MOLAXOLE PLV BTL;10;ST
3761113;MOLAXOLE PLV BTL;20;ST
3761202;QUETIAPIN G.L. FTBL  25MG;10;ST
3761225;TAMSULOSIN +PH RET KPS 0,4MG;10;ST
3761231;TAMSULOSIN +PH RET KPS 0,4MG;30;ST
3761248;METFORMIN RTP FTBL 1000MG;20;ST
3761395;ADENURIC FTBL  80MG;28;ST
3761426;ADENURIC FTBL 120MG;28;ST
3761455;AMLODIPIN BLU TBL  5MG;30;ST
3761461;AMLODIPIN BLU TBL 10MG;30;ST
3761478;LOSARTAN/HCT BLU  50/12,5MG;28;ST
3761484;LOSARTAN/HCT BLU 100/25MG;28;ST
3761509;ANASTROZOL GEN FTBL 1MG;30;ST
3761515;NEBIVOLOL GEN TBL 5MG;10;ST
3761521;NEBIVOLOL GEN TBL 5MG;30;ST
3761596;RAMIPRIL ACT/HCT 5/12,5MG;30;ST
3761604;ANASTROLAN FTBL 1MG;30;ST
3761633;ANASTROZOL RTP FTBL 1MG;30;ST
3761656;ESOMEPRAZOL KRKA MSRKPS 20MG;7;ST
3761679;ESOMEPRAZOL KRKA MSRKPS 20MG;30;ST
3761685;ESOMEPRAZOL KRKA MSRKPS 40MG;7;ST
3761716;ESOMEPRAZOL KRKA MSRKPS 40MG;30;ST
3761751;LEUPRORELIN SAN IMPLANT 5MG;1;ST
3761768;ORALAIR SUBLING TBL 100/300;31;ST
3761774;ORALAIR SUBLING TBL 300IR;30;ST
3761857;CO-LISINOSTAD TBL 20/25MG;30;ST
3761863;CLOPIDOGREL STAD FTBL 75MG;10;ST
3761886;CLOPIDOGREL STAD FTBL 75MG;30;ST
3761917;LOSARTAN/HCT STAD 100/12,5MG;30;ST
3761923;LERCANIDIPIN STAD FTBL 10MG;10;ST
3761946;LERCANIDIPIN STAD FTBL 10MG;30;ST
3761952;LERCANIDIPIN STAD FTBL 20MG;10;ST
3761969;LERCANIDIPIN STAD FTBL 20MG;30;ST
3762118;L-POLAMIDON LSG;100;ML
3762124;L-POLAMIDON LSG;300;ML
3762176;PRADAXA HARTKPS 150MG;30;ST
3762182;MYCOPHENOLATMOF.SAN FTBL 500;150;ST
3762199;ANASTROZOL ACT FTBL 1MG;30;ST
3762348;ESOMEPRAZOL KRKA MSRKPS 20MG;14;ST
3762354;ESOMEPRAZOL KRKA MSRKPS 40MG;14;ST
3762609;VIRAMUNE TBL 200MG;14;ST
3762615;VIRAMUNE RET TBL 400MG;30;ST
3762621;ANASTROZOL BLU FTBL 1MG;30;ST
3762650;FENTANYL STAD MAT PFL 100MCG;5;ST
3762667;FENTANYL STAD MAT PFL  12MCG;5;ST
3762673;FENTANYL STAD MAT PFL  25MCG;5;ST
3762696;FENTANYL STAD MAT PFL  50MCG;5;ST
3762704;FENTANYL STAD MAT PFL  75MCG;5;ST
3763023;NIVESTIM FSPR 12MIO/0,2ML;5;ST
3763046;NIVESTIM FSPR 30MIO/0,5ML;5;ST
3763052;NIVESTIM FSPR 48MIO/0,5ML;5;ST
3763129;BISOPROLOL SAN/HCT  5/12,5MG;20;ST
3763135;BISOPROLOL SAN/HCT  5/12,5MG;30;ST
3763141;BISOPROLOL SAN/HCT 10/25MG;20;ST
3763158;BISOPROLOL SAN/HCT 10/25MG;30;ST
3763164;THYREX TBL 160MCG;30;ST
3763170;THYREX TBL 160MCG;100;ST
3763230;IMMUNOPRIN FTBL  75MG;50;ST
3763253;IMMUNOPRIN FTBL 100MG;50;ST
3763655;CLOPIDOGREL G.L. FTBL 75MG;10;ST
3763661;CLOPIDOGREL G.L. FTBL 75MG;30;ST
3763750;NEBIVOLOL RTP TBL 5MG;10;ST
3763767;NEBIVOLOL RTP TBL 5MG;30;ST
3763856;DICLOFENAC G.L.FTBL 50MG;10;ST
3763862;DICLOFENAC G.L.FTBL 50MG;30;ST
3763879;DICLOFENAC G.L.FTBL 50MG;50;ST
3763885;DICLOFENAC G.L.RET FTBL 100;30;ST
3763891;DICLOFENAC G.L.RET FTBL 100;50;ST
3764040;PRAMIPEXOL GEN TBL 0,088MG;30;ST
3764057;PRAMIPEXOL GEN TBL 0,18MG;30;ST
3764063;PRAMIPEXOL GEN TBL 0,18MG;100;ST
3764086;PRAMIPEXOL GEN TBL 0,35MG;30;ST
3764092;PRAMIPEXOL GEN TBL 0,35MG;100;ST
3764100;PRAMIPEXOL GEN TBL 0,7MG;30;ST
3764117;PRAMIPEXOL GEN TBL 0,7MG;100;ST
3764181;ANASTROZOL ACCORD FTBL 1MG;30;ST
3764293;LUMIGAN AU-TR 0,1MG/ML 3ML;1;ST
3764301;FEMOSTON FTBL CONTI 0,5/2,5;28;ST
3764436;TWYNSTA TBL 40/ 5MG;28;ST
3764459;TWYNSTA TBL 40/10MG;28;ST
3764471;TWYNSTA TBL 80/ 5MG;28;ST
3764494;TWYNSTA TBL 80/10MG;28;ST
3764554;DAXAS FTBL 500MCG;30;ST
3764620;CLOPIDOGREL +PH FTBL 75MG;20;ST
3764637;CLOPIDOGREL +PH FTBL 75MG;30;ST
3764695;PROLIA IJLSG FSPR 60MG +NS;1;ST
3764809;EXEMESTAN RTP FTBL 25MG;30;ST
3764815;HYDROMORPHON RTP RETTBL  4MG;10;ST
3764821;HYDROMORPHON RTP RETTBL  4MG;30;ST
3764838;HYDROMORPHON RTP RETTBL  8MG;10;ST
3764844;HYDROMORPHON RTP RETTBL  8MG;30;ST
3764850;HYDROMORPHON RTP RETTBL 16MG;10;ST
3764867;HYDROMORPHON RTP RETTBL 16MG;30;ST
3764873;HYDROMORPHON RTP RETTBL 24MG;10;ST
3764896;HYDROMORPHON RTP RETTBL 24MG;30;ST
3765252;NEBIVOLOL ACT TBL 5MG;14;ST
3765855;ESOMEPRAZOL RTP MSRKPS 20MG;14;ST
3765861;ESOMEPRAZOL RTP MSRKPS 20MG;30;ST
3765884;ESOMEPRAZOL RTP MSRKPS 40MG;14;ST
3765890;ESOMEPRAZOL RTP MSRKPS 40MG;30;ST
3765950;NOVANAEST-PUR AMP 1%  5ML;10;ST
3766010;NASTRIN FTBL 1MG;30;ST
3766116;RAPAMUNE UEBERZ.TBL 0,5MG;30;ST
3766122;RAPAMUNE UEBERZ.TBL 0,5MG;100;ST
3766139;PRAMIPEXOL RTP TBL 0,088MG;30;ST
3766145;PRAMIPEXOL RTP TBL 0,18MG;30;ST
3766151;PRAMIPEXOL RTP TBL 0,18MG;100;ST
3766168;PRAMIPEXOL RTP TBL 0,35MG;30;ST
3766174;PRAMIPEXOL RTP TBL 0,35MG;100;ST
3766180;PRAMIPEXOL RTP TBL 0,7MG;30;ST
3766197;PRAMIPEXOL RTP TBL 0,7MG;100;ST
3766263;ACLOP FTBL 75MG;10;ST
3766286;ACLOP FTBL 75MG;30;ST
3766487;BILOKORD TBL  2,5MG;10;ST
3766493;BILOKORD TBL  2,5MG;30;ST
3766501;BILOKORD TBL  5MG;10;ST
3766518;BILOKORD TBL  5MG;30;ST
3766524;BILOKORD TBL 10MG;10;ST
3766530;BILOKORD TBL 10MG;30;ST
3766688;CLOPIDOGREL RTP GMBH FTBL 75;14;ST
3766702;CLOPIDOGREL RTP GMBH FTBL 75;30;ST
3766725;TRAMABENE RET TBL 150MG;10;ST
3766731;TRAMABENE RET TBL 150MG;30;ST
3766748;TRAMABENE RET TBL 150MG;60;ST
3766754;TRAMABENE RET TBL 200MG;10;ST
3766760;TRAMABENE RET TBL 200MG;30;ST
3766777;TRAMABENE RET TBL 200MG;60;ST
3766843;VPRIV DFL 400 EINH.;1;ST
3766990;MYCOPHENOLATMOF.ACC FTBL 500;150;ST
3767788;IBUPROFEN ACT FTBL 600MG;60;ST
3768380;LERCANIDIPIN GEN FTBL 10MG;10;ST
3768500;DOXAZOSIN RTP TBL 2MG;30;ST
3768517;DOXAZOSIN RTP TBL 4MG;30;ST
3768629;AZITHROMYCIN STAD PLV 200MG;15;ML
3768635;AZITHROMYCIN STAD PLV 200MG;30;ML
3768807;HYDROMORPHON STAD RETTBL  4;10;ST
3768813;HYDROMORPHON STAD RETTBL  4;30;ST
3768836;HYDROMORPHON STAD RETTBL  8;10;ST
3768842;HYDROMORPHON STAD RETTBL  8;30;ST
3768859;HYDROMORPHON STAD RETTBL 16;10;ST
3768865;HYDROMORPHON STAD RETTBL 16;30;ST
3768871;HYDROMORPHON STAD RETTBL 24;10;ST
3768888;HYDROMORPHON STAD RETTBL 24;30;ST
3768894;PANTOPRAZOL ACT MSR TBL 40MG;30;ST
3769215;LETROZOL BLU FTBL 2,5MG;30;ST
3769333;PRAMIPEXOL ACT TBL 0,088MG;30;ST
3769362;PRAMIPEXOL ACT TBL 0,18MG;30;ST
3769385;PRAMIPEXOL ACT TBL 0,35MG;30;ST
3769416;PRAMIPEXOL ACT TBL 0,7MG;30;ST
3769422;PRAMIPEXOL ACT TBL 0,18MG;100;ST
3769439;PRAMIPEXOL ACT TBL 0,35MG;100;ST
3769445;PRAMIPEXOL ACT TBL 0,7MG;100;ST
3769617;VALSARTAN/HCT 1A  80/12,5MG;28;ST
3769646;VALSARTAN/HCT 1A 160/12,5MG;28;ST
3769669;VALSARTAN/HCT 1A 160/25MG;28;ST
3769681;VALSARTAN/HCT SAN  80/12,5MG;28;ST
3769706;VALSARTAN/HCT SAN 160/12,5MG;28;ST
3769729;VALSARTAN/HCT SAN 160/25MG;28;ST
3769741;VALSARTAN/HCT SAN 320/12,5MG;28;ST
3769764;VALSARTAN/HCT SAN 320/25MG;28;ST
3770052;PRAMIPEXOL STADA TBL 0,088MG;30;ST
3770069;PRAMIPEXOL STADA TBL 0,18MG;30;ST
3770081;PRAMIPEXOL STADA TBL 0,35MG;30;ST
3770098;PRAMIPEXOL STADA TBL 0,7MG;30;ST
3770129;PRAMIPEXOL STADA TBL 0,18MG;100;ST
3770135;PRAMIPEXOL STADA TBL 0,35MG;100;ST
3770141;PRAMIPEXOL STADA TBL 0,7MG;100;ST
3770218;VALSARTAN ACT FTBL  40MG;30;ST
3770224;VALSARTAN ACT FTBL  80MG;30;ST
3770230;VALSARTAN ACT FTBL 160MG;30;ST
3770247;VALSARTAN/HCT ACT  80/12,5MG;30;ST
3770253;VALSARTAN/HCT ACT 160/12,5MG;30;ST
3770276;VALSARTAN/HCT ACT 160/25MG;30;ST
3770572;VALSARTAN 1A FTBL  80MG;28;ST
3770589;VALSARTAN 1A FTBL 160MG;28;ST
3770603;VALSARTAN SAN FTBL  80MG;28;ST
3770626;VALSARTAN SAN FTBL 160MG;28;ST
3770632;VALSARTAN SAN FTBL 320MG;28;ST
3770655;AMOXICILLIN RTP 250MG/5ML;100;ML
3770661;JEXT IJLSG FERTIGPEN 150MCG;1;ST
3770678;JEXT IJLSG FERTIGPEN 300MCG;1;ST
3770690;ARANESP FPEN  40MCG 0,4ML;4;ST
3770709;ARANESP FPEN  60MCG 0,3ML;4;ST
3770715;ARANESP FPEN  80MCG 0,4ML;4;ST
3770721;ARANESP FPEN 100MCG 0,5ML;4;ST
3770738;ARANESP FPEN 150MCG 0,3ML;4;ST
3770744;ARANESP FPEN 300MCG 0,6ML;1;ST
3770750;ARANESP FPEN 500MCG 1ML;1;ST
3770862;DUROTIV MSR TBL 20MG;7;ST
3770879;DUROTIV MSR TBL 20MG;14;ST
3770885;DUROTIV MSR TBL 20MG;30;ST
3770891;DUROTIV MSR TBL 40MG;7;ST
3770916;DUROTIV MSR TBL 40MG;14;ST
3770922;DUROTIV MSR TBL 40MG;30;ST
3771181;BRILIQUE FTBL 90MG;14;ST
3771198;BRILIQUE FTBL 90MG;56;ST
3771502;TAMIFLU PLV  6MG/ML;13;G
3771614;REPAGLINID STAD TBL 0,5MG;30;ST
3771620;REPAGLINID STAD TBL 0,5MG;90;ST
3771637;REPAGLINID STAD TBL 1MG;90;ST
3771643;REPAGLINID STAD TBL 2MG;90;ST
3771672;ACETYLCYS.HEX LSB TBL 200MG;20;ST
3771689;ACETYLCYS.HEX LSB TBL 600MG;10;ST
3771695;ACETYLCYS.HEX GRAN 100MG;20;ST
3771703;ACETYLCYS.HEX GRAN 200MG;20;ST
3771821;NICOLAN TBL 10MG;30;ST
3771838;NICOLAN TBL 10MG;60;ST
3771844;NICOLAN TBL 20MG;30;ST
3771850;NICOLAN TBL 20MG;60;ST
3771933;GILENYA HARTKPS 0,5MG;28;ST
3771956;GILENYA HARTKPS 0,5MG;7;ST
3771962;TOBI PODHALER HARTKPS 28MG;224;ST
3772217;ALLOPURINOL G.L.TBL 300MG;30;ST
3772654;MYFENAX FTBL 500MG;150;ST
3772677;SIMVASTATIN TEVA FTBL 20MG;30;ST
3772683;SIMVASTATIN TEVA FTBL 40MG;30;ST
3772708;SIMVASTATIN TEVA FTBL 80MG;30;ST
3772714;ADENURIC FTBL  80MG;14;ST
3772720;ADENURIC FTBL 120MG;14;ST
3772795;PRAMIPEXOL BLU TBL 0,18MG;30;ST
3772803;PRAMIPEXOL BLU TBL 0,18MG;100;ST
3772826;PRAMIPEXOL BLU TBL 0,35MG;30;ST
3772832;PRAMIPEXOL BLU TBL 0,35MG;100;ST
3773174;IMOSEC LSG Z EINN.0,2MG/ML;100;ML
3773441;INSUMAN BASAL SOLOSTAR;5;ST
3773458;INSUMAN RAPID SOLOSTAR;5;ST
3773464;INSUMAN COMB 25 SOLOSTAR;5;ST
3773599;LEVOFLOXACIN SAN FTBL 250MG;7;ST
3773607;LEVOFLOXACIN SAN FTBL 500MG;7;ST
3773642;LEVOFLOXACIN 1A FTBL 500MG;7;ST
3773659;LEVOFLOXACIN 1A FTBL 250MG;7;ST
3773702;REBIF 22MCG FPEN REBIDOSE;12;ST
3773719;REBIF 44MCG FPEN REBIDOSE;12;ST
3773725;REBIF STARTP FPEN REBIDOSE;12;ST
3773731;SALOFALK SUPP 1000MG;10;ST
3773748;SALOFALK SUPP 1000MG;30;ST
3773837;CITALOPRAM BLU FTBL 10MG;28;ST
3773866;CITALOPRAM BLU FTBL 20MG;28;ST
3773895;ANASTROZOL STADA FTBL 1MG;30;ST
3774050;BUPENSAN SUBLINGUALTBL 2MG;7;ST
3774067;BUPENSAN SUBLINGUALTBL 2MG;28;ST
3774073;BUPENSAN SUBLINGUALTBL 4MG;7;ST
3774096;BUPENSAN SUBLINGUALTBL 4MG;28;ST
3774104;BUPENSAN SUBLINGUALTBL 8MG;7;ST
3774110;BUPENSAN SUBLINGUALTBL 8MG;28;ST
3774179;CLOPIDOGREL 1A FTBL 75MG;10;ST
3774185;CLOPIDOGREL 1A FTBL 75MG;30;ST
3774452;SEVIKAR HCT FTBL 20/ 5/12,5;28;ST
3774469;SEVIKAR HCT FTBL 40/ 5/12,5;28;ST
3774475;SEVIKAR HCT FTBL 40/10/12,5;28;ST
3774481;SEVIKAR HCT FTBL 40/ 5/25;28;ST
3774498;SEVIKAR HCT FTBL 40/10/25;28;ST
3774558;AMELIOR HCT FTBL 20/ 5/12,5;28;ST
3774570;AMELIOR HCT FTBL 40/ 5/12,5;28;ST
3774593;AMELIOR HCT FTBL 40/ 5/25;28;ST
3774618;AMELIOR HCT FTBL 40/10/12,5;28;ST
3774630;AMELIOR HCT FTBL 40/10/25;28;ST
3774699;LOSARTAN/HCT KRKA 100/12,5MG;30;ST
3774848;LEVOFLOXACIN ACT FTBL 250MG;7;ST
3774854;LEVOFLOXACIN ACT FTBL 500MG;7;ST
3775233;TAMSULOSIN KRKA RETTBL 0,4MG;10;ST
3775256;TAMSULOSIN KRKA RETTBL 0,4MG;30;ST
3775380;UROMONT EMU 12,5G;5;ST
3775397;OXYGEROLAN RETTBL  5MG;10;ST
3775405;OXYGEROLAN RETTBL  5MG;30;ST
